ID,holiday,temp,rain_1h,snow_1h,clouds_all,year,month,day,hour,traffic_volume
17471,0,275.8,0.0,0.0,1,2013,10,26,8,3824
17472,0,292.41,0.0,0.0,1,2015,7,14,4,893
17473,0,265.89,0.0,0.0,1,2014,2,19,6,5516
17474,0,295.77,0.0,0.0,40,2017,8,23,14,5338
17475,0,273.22,0.0,0.0,1,2017,11,27,0,539
17476,0,274.07,0.0,0.0,1,2018,1,21,4,433
17477,0,302.25,0.0,0.0,1,2015,9,4,13,5394
17478,0,295.95,0.0,0.0,90,2018,5,30,18,4621
17479,0,289.84,0.3,0.0,1,2015,8,28,7,6412
17480,0,293.44,0.0,0.0,90,2016,9,7,3,315
17481,0,289.14,0.0,0.0,75,2016,6,2,10,4625
17482,0,254.51,0.0,0.0,1,2016,1,18,18,3669
17483,0,284.3,0.0,0.0,90,2015,11,10,20,2740
17484,0,262.35,0.0,0.0,1,2013,3,14,9,5615
17485,0,256.66,0.0,0.0,1,2014,2,2,22,1721
17486,0,273.29,0.0,0.0,90,2018,3,6,12,4037
17487,0,267.85,0.0,0.0,1,2013,4,3,2,268
17488,0,298.37,0.0,0.0,92,2014,7,11,14,5790
17489,0,255.69,0.0,0.0,90,2014,2,5,1,298
17490,0,273.08,0.0,0.0,90,2016,4,7,6,5709
17491,0,272.86,0.0,0.0,1,2016,3,24,0,545
17492,0,256.56,0.0,0.0,20,2014,2,14,3,395
17493,0,296.36,0.0,0.0,75,2014,7,20,9,2902
17494,0,272.72,0.0,0.0,90,2018,3,5,16,3260
17495,0,278.84,0.0,0.0,64,2013,11,9,2,509
17496,0,303.93,0.0,0.0,40,2017,7,22,16,4569
17497,0,274.08,0.0,0.0,90,2017,1,23,7,5909
17498,0,260.02,0.0,0.0,1,2017,2,8,22,3925
17499,0,276.65,0.0,0.0,40,2018,3,27,14,5374
17500,0,270.86,0.0,0.0,1,2017,12,2,9,4112
17501,0,276.48,0.0,0.0,1,2017,3,4,12,5204
17502,0,294.49,25.46,0.0,90,2015,8,16,21,2118
17503,0,295.02,0.0,0.0,75,2017,9,10,21,2213
17504,0,289.14,0.0,0.0,75,2015,9,23,4,890
17505,0,287.08,0.0,0.0,1,2017,9,1,10,5293
17506,0,298.82,0.0,0.0,40,2018,7,28,16,3974
17507,0,272.49,0.0,0.0,90,2016,11,26,1,582
17508,0,293.16,0.0,0.0,90,2016,7,7,2,411
17509,0,269.88,0.0,0.0,90,2015,12,17,6,5843
17510,0,275.95,0.0,0.0,90,2018,1,10,15,5681
17511,0,286.15,0.0,0.0,75,2017,4,12,16,6597
17512,0,292.58,0.0,0.0,1,2017,9,30,15,5225
17513,0,281.82,0.0,0.0,1,2016,11,6,3,194
17514,0,276.75,0.0,0.0,1,2017,2,13,11,4558
17515,0,274.15,0.0,0.0,90,2013,10,21,10,4119
17516,0,276.07,0.0,0.0,56,2016,10,27,4,835
17517,0,290.39,0.0,0.0,90,2013,5,21,23,1016
17518,0,300.07,0.0,0.0,40,2018,6,30,10,3922
17519,0,275.15,0.0,0.0,90,2017,11,2,6,5674
17520,0,282.45,0.0,0.0,90,2012,10,9,23,947
17521,0,276.269,0.0,0.0,68,2017,2,16,11,4739
17522,0,251.52,0.0,0.0,1,2014,1,27,16,5028
17523,0,289.52,0.0,0.0,1,2017,7,15,5,796
17524,0,276.82,0.0,0.0,90,2017,3,16,18,4549
17525,0,292.99,0.0,0.0,92,2013,7,23,5,2922
17526,0,292.42,0.0,0.0,1,2016,7,7,3,335
17527,0,286.28,0.0,0.0,90,2017,8,3,21,3816
17528,0,289.55,0.0,0.0,40,2017,8,10,3,355
17529,0,291.08,0.0,0.0,1,2018,7,16,4,935
17530,0,268.93,0.0,0.0,90,2013,2,9,1,721
17531,0,289.96,0.0,0.0,1,2016,5,3,21,2363
17532,0,291.6,0.0,0.0,90,2015,9,22,5,2968
17533,0,278.17,0.0,0.0,90,2013,3,29,13,5373
17534,0,273.15,0.0,0.0,90,2017,1,24,5,2763
17535,0,266.77,0.0,0.0,90,2014,4,1,8,5565
17536,0,276.68,0.0,0.0,90,2017,3,26,12,4238
17537,0,263.78,0.0,0.0,64,2014,1,4,14,4249
17538,0,287.62,0.0,0.0,20,2016,4,29,16,6631
17539,0,277.95,0.0,0.0,90,2017,3,26,14,4659
17540,0,271.22,0.0,0.0,90,2017,12,8,18,4564
17541,0,284.4,0.0,0.0,76,2013,7,29,3,345
17542,0,274.28,0.0,0.0,5,2017,1,19,10,4535
17543,0,275.36,0.0,0.0,90,2017,10,30,10,4482
17544,0,283.79,0.0,0.0,1,2017,9,17,7,1257
17545,0,286.67,0.0,0.0,75,2016,5,15,22,2162
17546,0,284.46,0.0,0.0,1,2013,10,10,7,6668
17547,0,296.21,0.0,0.0,75,2018,6,6,14,5226
17548,0,274.56,0.0,0.0,90,2012,12,1,16,5085
17549,0,282.34,0.0,0.0,40,2017,4,11,15,5791
17550,0,296.73,1.02,0.0,75,2016,7,27,14,4211
17551,0,286.15,0.0,0.0,75,2016,11,17,14,5041
17552,0,300.45,0.0,0.0,1,2017,9,3,14,4612
17553,0,295.87,5.08,0.0,12,2016,8,10,20,2505
17554,0,267.73,0.0,0.0,1,2013,2,6,17,6087
17555,0,284.64,0.0,0.0,90,2013,5,26,4,255
17556,0,287.38,0.0,0.0,90,2017,9,26,7,6025
17557,0,289.22,0.0,0.0,1,2018,4,26,19,3813
17558,0,264.43,0.0,0.0,75,2017,12,5,9,2578
17559,0,286.35,0.0,0.0,90,2017,5,3,22,2118
17560,0,259.14,0.0,0.0,1,2013,2,17,21,2185
17561,0,291.44,0.0,0.0,90,2017,8,14,11,4518
17562,0,253.87,0.0,0.0,20,2012,12,26,8,3745
17563,0,294.45,0.0,0.0,36,2014,7,10,9,5116
17564,0,274.58,0.0,0.0,90,2015,12,16,6,5665
17565,0,276.99,0.0,0.0,90,2014,4,2,19,3282
17566,0,281.62,0.0,0.0,90,2017,5,20,20,2967
17567,0,303.89,0.0,0.0,1,2017,7,15,19,3434
17568,0,267.37,0.0,0.0,64,2013,11,18,22,1456
17569,0,290.3,0.0,0.0,90,2015,9,25,9,4982
17570,0,275.01,0.0,0.0,90,2018,3,26,17,5956
17571,0,278.44,0.0,0.0,90,2012,11,4,16,4015
17572,0,261.32,0.0,0.0,75,2013,1,13,16,3687
17573,0,289.8,0.0,0.0,1,2013,8,10,1,835
17574,0,283.29,0.0,0.0,1,2018,9,23,6,910
17575,0,252.89,0.0,0.0,1,2013,12,6,2,305
17576,0,274.06,0.57,0.0,90,2014,4,4,12,3907
17577,0,296.21,0.0,0.0,40,2017,9,24,21,2253
17578,0,276.05,0.0,0.0,64,2013,11,14,0,630
17579,0,279.9,0.0,0.0,90,2012,11,11,5,462
17580,0,289.04,0.0,0.0,1,2014,7,16,23,1289
17581,0,266.21,0.0,0.0,75,2017,12,5,14,4383
17582,0,251.8,0.0,0.0,1,2014,1,5,12,3084
17583,0,268.95,0.0,0.0,90,2018,4,14,19,881
17584,0,302.79,0.0,0.0,40,2017,7,17,20,2807
17585,0,288.45,0.0,0.0,90,2017,4,25,3,312
17586,0,294.94,0.0,0.0,1,2016,8,23,0,655
17587,0,278.97,0.0,0.0,90,2012,11,15,18,4717
17588,0,282.72,0.0,0.0,1,2013,5,7,2,259
17589,0,286.9,0.0,0.0,90,2012,10,16,21,2331
17590,0,298.29,0.0,0.0,75,2017,8,2,19,3766
17591,0,284.89,0.0,0.0,1,2013,10,10,6,5885
17592,0,261.42,0.0,0.0,1,2013,3,20,23,1013
17593,0,271.35,0.0,0.0,40,2017,11,21,5,2906
17594,0,289.86,0.0,0.0,40,2017,6,18,1,1293
17595,0,288.62,0.0,0.0,90,2015,11,4,20,2783
17596,0,274.4,0.0,0.0,40,2016,12,21,21,2627
17597,0,298.08,0.0,0.0,5,2018,7,16,11,4504
17598,0,274.08,0.0,0.0,90,2016,12,25,14,2506
17599,0,299.01,0.0,0.0,75,2016,4,16,17,4552
17600,0,255.75,0.0,0.0,75,2014,2,15,5,636
17601,0,279.57,0.0,0.0,90,2013,4,9,14,5298
17602,0,295.46,0.25,0.0,90,2016,7,23,14,2
17603,0,288.15,0.0,0.0,1,2017,8,15,2,268
17604,0,280.38,0.0,0.0,40,2013,5,6,11,4507
17605,0,261.63,0.0,0.0,64,2013,12,25,4,176
17606,0,285.67,1.76,0.0,92,2014,6,7,10,4260
17607,0,269.79,0.0,0.0,90,2018,2,23,1,390
17608,0,274.51,0.0,0.0,90,2018,3,26,18,4041
17609,0,268.82,0.0,0.0,1,2018,3,29,6,5405
17610,0,292.54,1.09,0.0,90,2015,7,16,16,5907
17611,0,272.95,0.0,0.0,0,2017,11,12,18,5355
17612,0,266.42,0.0,0.0,90,2013,2,23,3,367
17613,0,260.45,0.0,0.0,90,2017,12,28,15,4515
17614,0,264.08,0.0,0.0,90,2016,12,11,4,318
17615,0,287.88,0.0,0.0,90,2017,10,6,14,5395
17616,0,289.288,0.0,0.0,36,2016,4,21,15,5994
17617,0,280.37,0.0,0.0,1,2017,9,30,3,401
17618,0,298.76,0.0,0.0,1,2018,6,16,1,825
17619,0,276.08,0.0,0.0,90,2018,4,13,17,5687
17620,0,290.43,0.0,0.0,75,2016,6,27,7,6045
17621,0,261.29,0.0,0.0,20,2017,3,3,7,6459
17622,0,269.6,0.0,0.0,90,2012,12,21,13,5578
17623,0,271.9,0.0,0.0,90,2017,1,25,14,4899
17624,0,280.22,0.0,0.0,1,2017,5,22,7,6350
17625,0,268.71,0.0,0.0,90,2013,3,6,5,2542
17626,0,276.61,0.0,0.0,40,2016,2,18,18,4739
17627,0,301.32,0.0,0.0,1,2015,8,31,18,4393
17628,0,256.27,0.0,0.0,64,2013,12,24,12,4324
17629,0,257.48,0.0,0.0,90,2017,12,28,4,743
17630,0,283.84,0.0,0.0,56,2016,10,28,6,5369
17631,0,284.03,0.0,0.0,75,2012,11,10,14,4369
17632,0,274.62,0.0,0.0,90,2013,4,14,14,3697
17633,0,287.29,0.0,0.0,90,2015,10,12,10,4216
17634,0,283.55,0.0,0.0,90,2016,11,7,9,4582
17635,0,296.47,0.0,0.0,1,2016,9,3,17,3522
17636,0,255.93,0.0,0.0,1,2018,2,24,5,676
17637,0,288.36,0.0,0.0,90,2013,6,2,3,355
17638,0,270.01,0.0,0.0,20,2012,10,8,7,6676
17639,0,280.75,0.0,0.0,90,2017,5,21,22,1730
17640,0,278.18,0.0,0.0,0,2013,10,18,21,3146
17641,0,272.15,0.0,0.0,90,2017,3,18,7,2093
17642,0,291.573,0.0,0.0,92,2016,10,15,6,1188
17643,0,267.13,0.0,0.0,90,2013,11,22,19,3697
17644,0,281.46,0.0,0.0,1,2014,5,22,4,781
17645,0,265.69,0.0,0.0,75,2015,12,17,23,1625
17646,0,297.888,0.0,0.0,0,2016,7,20,4,906
17647,0,286.0,0.0,0.0,1,2016,6,7,8,5711
17648,0,287.78,0.0,0.0,1,2017,6,17,6,1608
17649,0,274.65,0.0,0.0,90,2013,4,18,23,889
17650,0,300.34,0.0,0.0,0,2013,8,30,21,3181
17651,0,253.4,0.0,0.0,1,2014,2,9,8,1653
17652,0,286.15,0.0,0.0,90,2017,5,30,13,4866
17653,0,281.65,0.0,0.0,1,2015,10,13,11,4533
17654,0,282.88,0.0,0.0,99,2012,10,18,5,2564
17655,0,296.61,0.0,0.0,1,2018,5,27,9,2660
17656,0,274.79,0.0,0.0,90,2013,4,18,22,1532
17657,0,271.74,3.05,0.0,90,2014,4,3,22,1548
17658,0,292.68,0.0,0.0,90,2015,9,22,12,4856
17659,0,286.1,0.0,0.0,92,2013,6,9,2,1432
17660,0,260.39,0.0,0.0,90,2012,12,12,4,833
17661,0,273.86,0.0,0.0,1,2018,3,13,15,5895
17662,0,282.55,0.0,0.0,90,2017,5,18,5,2829
17663,0,284.263,0.0,0.0,68,2016,10,21,16,5997
17664,0,273.47,0.0,0.0,90,2013,4,19,12,4614
17665,0,296.8,0.0,0.0,90,2016,4,18,16,6660
17666,0,274.34,0.0,0.0,90,2012,12,3,11,4544
17667,0,300.83,0.0,0.0,32,2013,7,6,12,3902
17668,0,302.65,0.0,0.0,75,2018,7,15,14,4129
17669,0,276.28,0.0,0.0,90,2013,5,2,15,6100
17670,0,272.79,0.0,0.0,90,2017,11,3,19,3437
17671,0,290.15,0.0,0.0,20,2018,4,26,18,5068
17672,0,270.65,0.0,0.0,1,2017,1,18,7,5779
17673,0,291.81,0.25,0.0,75,2018,9,3,8,1995
17674,0,294.26,0.0,0.0,90,2016,9,15,12,4857
17675,0,301.82,0.0,0.0,75,2017,7,30,16,5031
17676,0,288.82,0.0,0.0,90,2018,6,2,12,4671
17677,0,263.37,0.0,0.0,90,2016,2,12,3,365
17678,0,278.21,0.0,0.0,75,2018,3,3,21,3632
17679,0,264.97,0.0,0.0,90,2013,1,3,13,4729
17680,0,278.22,0.25,0.0,32,2013,10,18,10,4751
17681,0,296.51,0.0,0.0,90,2016,7,27,1,380
17682,0,267.08,0.0,0.0,20,2018,3,13,8,5880
17683,0,267.79,0.0,0.0,90,2013,11,22,0,643
17684,0,295.92,0.0,0.0,1,2015,7,23,23,1506
17685,0,292.3,0.0,0.0,1,2018,5,13,21,2586
17686,0,282.28,0.0,0.0,75,2017,4,4,10,4147
17687,0,289.98,0.0,0.0,75,2015,8,27,9,5576
17688,0,280.423,0.0,0.0,0,2016,10,23,4,447
17689,0,291.87,0.0,0.0,40,2013,5,25,18,3415
17690,0,272.46,0.0,0.0,1,2018,4,18,6,5943
17691,0,264.29,0.0,0.0,1,2015,12,28,9,4018
17692,0,299.94,0.0,0.0,75,2017,7,25,15,5510
17693,0,278.77,0.0,0.0,20,2016,11,3,2,443
17694,0,283.75,0.0,0.0,8,2016,10,2,3,413
17695,0,292.78,0.0,0.0,68,2013,6,30,22,2131
17696,0,257.46,0.0,0.0,75,2012,12,26,20,2327
17697,0,293.96,0.0,0.0,5,2017,6,1,11,4909
17698,0,276.75,0.0,0.0,90,2016,11,18,13,4409
17699,0,275.42,0.0,0.0,90,2018,2,15,12,5034
17700,0,295.76,0.0,0.0,1,2017,7,26,22,2499
17701,0,291.91,0.0,0.0,92,2013,8,5,21,2516
17702,0,291.95,0.0,0.0,75,2017,6,14,7,5538
17703,0,295.17,0.0,0.0,1,2018,9,8,14,4612
17704,0,272.72,0.0,0.0,1,2017,12,3,6,813
17705,0,288.39,0.0,0.0,75,2013,9,20,2,312
17706,0,298.35,0.0,0.0,1,2017,7,18,14,5137
17707,0,295.1,0.25,0.0,40,2018,9,2,6,1003
17708,0,289.72,0.0,0.0,75,2017,8,10,8,6052
17709,0,287.24,0.25,0.0,1,2014,7,17,2,333
17710,0,274.39,0.76,0.0,90,2013,12,3,12,4760
17711,0,257.57,0.0,0.0,90,2012,12,27,5,2085
17712,0,261.72,0.0,0.0,1,2017,3,15,5,2855
17713,0,254.14,0.0,0.0,1,2016,12,18,23,1033
17714,0,268.29,0.0,0.0,1,2018,3,12,6,5331
17715,0,271.35,0.0,0.0,1,2016,12,22,0,621
17716,0,265.39,0.0,0.0,75,2013,11,26,18,4463
17717,0,279.62,0.0,0.0,90,2017,4,10,13,4778
17718,0,286.86,0.0,0.0,40,2016,4,18,6,5872
17719,0,291.49,0.0,0.0,1,2014,6,7,0,1447
17720,0,303.42,0.0,0.0,1,2018,5,27,13,4139
17721,0,268.39,0.0,0.0,90,2015,12,30,12,5054
17722,0,298.5,0.0,0.0,1,2015,8,8,19,3766
17723,0,256.05,0.0,0.0,20,2012,12,31,6,3092
17724,0,292.95,0.0,0.0,1,2018,8,15,4,948
17725,0,292.53,0.0,0.0,1,2017,7,7,4,874
17726,0,267.46,0.0,0.0,5,2017,2,3,15,5816
17727,0,296.08,0.0,0.0,75,2013,5,30,14,5634
17728,0,302.99,0.0,0.0,0,2013,8,20,16,6523
17729,0,254.5,0.0,0.0,90,2014,1,2,2,213
17730,0,267.15,0.0,0.0,90,2017,12,24,14,3694
17731,0,274.88,0.0,0.0,90,2015,12,16,16,6450
17732,0,289.86,0.0,0.0,1,2017,8,9,4,949
17733,0,278.08,0.0,0.0,1,2017,11,29,18,4914
17734,0,270.47,0.0,0.0,6,2012,11,30,1,382
17735,0,282.68,0.0,0.0,1,2015,11,7,16,4542
17736,0,279.09,0.0,0.0,90,2013,4,9,13,4875
17737,0,264.75,0.0,0.0,90,2017,12,5,10,3706
17738,0,291.9,0.0,0.0,0,2013,8,19,9,5039
17739,0,290.55,0.0,0.0,90,2017,6,28,8,5203
17740,0,298.75,0.0,0.0,1,2017,7,7,12,5012
17741,0,260.5,0.0,0.0,1,2013,1,16,6,4987
17742,0,271.28,0.0,0.0,75,2016,11,27,5,469
17743,0,295.02,0.0,0.0,75,2016,4,15,19,4033
17744,0,264.87,0.0,0.0,90,2017,12,6,16,5729
17745,0,301.887,0.0,0.0,8,2018,5,27,21,2656
17746,0,248.83,0.0,0.0,1,2014,1,21,10,4167
17747,0,292.67,0.0,0.0,1,2015,9,3,4,870
17748,0,289.04,0.0,0.0,1,2016,7,1,0,825
17749,0,264.94,0.0,0.0,64,2014,1,3,15,5463
17750,0,291.13,0.0,0.0,20,2014,7,8,3,379
17751,0,278.89,0.0,0.0,90,2018,9,29,12,4657
17752,0,271.94,0.0,0.0,90,2012,12,3,9,5064
17753,0,289.2,0.0,0.0,8,2014,5,24,3,431
17754,0,287.22,0.0,0.0,1,2017,7,24,4,836
17755,0,262.14,0.0,0.0,40,2012,12,31,11,4234
17756,0,299.42,0.0,0.0,40,2017,7,28,12,5399
17757,0,296.35,0.0,0.0,1,2016,8,3,1,432
17758,0,290.09,0.0,0.0,75,2017,5,29,16,3845
17759,0,298.66,0.0,0.0,75,2016,7,4,16,3197
17760,0,291.25,0.0,0.0,0,2013,7,21,7,1191
17761,0,271.65,0.0,0.0,90,2017,3,3,16,6607
17762,0,276.62,0.0,0.0,75,2015,12,6,3,353
17763,0,269.86,0.0,0.0,90,2018,2,22,22,1905
17764,0,287.68,0.0,0.0,1,2016,8,22,4,943
17765,0,255.57,0.0,0.0,1,2012,12,31,3,295
17766,0,268.26,0.0,0.0,20,2013,2,14,0,567
17767,0,299.5,0.0,0.0,20,2014,7,23,17,6293
17768,0,292.68,0.25,0.0,75,2015,9,16,4,861
17769,0,284.31,11.58,0.0,92,2014,5,19,13,4388
17770,0,285.73,0.0,0.0,90,2012,10,24,6,5593
17771,0,271.72,0.0,0.0,90,2016,2,22,2,264
17772,0,273.09,0.0,0.0,90,2016,12,2,1,405
17773,0,265.22,0.0,0.0,90,2018,1,28,5,643
17774,0,294.42,0.0,0.0,1,2018,8,5,5,504
17775,0,273.71,0.0,0.0,90,2017,1,17,13,4521
17776,0,286.62,0.0,0.0,90,2015,10,12,11,4286
17777,0,278.35,0.0,0.0,90,2017,3,26,19,2990
17778,0,287.13,0.0,0.0,20,2016,6,1,6,6157
17779,0,269.85,0.0,0.0,20,2014,3,12,19,3368
17780,0,298.034,0.0,0.0,0,2016,7,18,16,5799
17781,0,273.08,0.0,0.0,90,2014,3,18,19,2988
17782,0,287.92,0.0,0.0,1,2018,9,8,9,3588
17783,0,289.69,0.0,0.0,80,2016,7,15,1,436
17784,0,268.32,0.0,0.0,90,2013,3,1,23,1805
17785,0,299.83,0.0,0.0,1,2016,9,18,15,4959
17786,0,250.63,0.0,0.0,1,2018,1,13,22,2990
17787,0,273.82,0.0,0.0,90,2016,12,24,6,1030
17788,0,275.58,0.0,0.0,75,2018,2,28,11,4860
17789,0,297.76,0.0,0.0,1,2018,8,10,21,3374
17790,0,275.35,0.0,0.0,90,2016,3,9,6,5735
17791,0,265.55,0.0,0.0,90,2016,1,22,8,5460
17792,0,272.58,0.0,0.0,90,2016,3,3,23,2256
17793,0,257.68,0.0,0.0,75,2014,2,3,23,898
17794,0,274.86,0.0,0.0,90,2018,3,5,4,976
17795,0,296.15,0.0,0.0,1,2018,7,14,23,2275
17796,0,295.15,0.0,0.0,90,2016,7,12,2,249
17797,0,288.8,0.0,0.0,88,2016,9,28,15,5376
17798,0,273.86,0.0,0.0,90,2016,2,23,6,5652
17799,0,300.5,0.0,0.0,75,2018,5,23,18,4632
17800,0,287.04,0.0,0.0,90,2012,10,16,20,2777
17801,0,262.43,0.0,0.0,1,2017,2,3,11,5042
17802,0,294.89,0.0,0.0,1,2017,6,1,21,3224
17803,0,291.49,0.0,0.0,92,2015,7,6,14,4888
17804,0,299.01,0.0,0.0,56,2014,5,24,15,3931
17805,0,275.35,0.0,0.0,90,2016,11,15,0,492
17806,0,276.28,0.0,0.0,90,2017,5,1,15,5258
17807,0,291.08,0.0,0.0,90,2018,6,20,6,5769
17808,0,261.88,0.0,0.0,90,2016,12,10,18,4480
17809,0,273.43,0.0,0.0,90,2014,2,20,8,4912
17810,0,273.95,0.0,0.0,90,2016,11,23,3,378
17811,0,302.87,0.0,0.0,40,2018,5,16,18,4717
17812,0,274.08,0.38,0.0,64,2013,12,2,20,2217
17813,0,280.81,0.0,0.0,40,2013,10,6,20,2798
17814,0,289.81,0.0,0.0,75,2017,4,14,18,4990
17815,0,294.48,0.0,0.0,20,2013,9,8,20,2849
17816,0,290.79,0.0,0.0,1,2017,6,15,4,872
17817,0,299.95,0.0,0.0,1,2015,9,4,11,5453
17818,0,286.49,0.0,0.0,90,2014,5,19,9,4877
17819,0,293.65,0.6,0.0,0,2014,6,18,6,5524
17820,0,286.78,0.0,0.0,90,2013,5,19,6,815
17821,0,249.29,0.0,0.0,75,2017,12,27,6,4250
17822,0,291.35,0.0,0.0,90,2018,7,20,6,5266
17823,0,291.54,0.25,0.0,90,2015,9,24,1,384
17824,0,291.75,0.0,0.0,40,2017,6,14,3,369
17825,0,274.07,0.0,0.0,90,2014,3,18,18,4315
17826,0,256.5,0.0,0.0,75,2013,2,20,7,5909
17827,0,279.84,0.0,0.0,90,2016,3,30,12,5027
17828,0,283.8,0.0,0.0,90,2016,4,19,10,4702
17829,0,295.63,0.0,0.0,12,2013,7,14,21,2921
17830,0,292.16,0.0,0.0,32,2016,8,16,7,5969
17831,0,289.42,0.0,0.0,1,2017,6,19,23,1178
17832,0,281.96,0.0,0.0,90,2015,11,25,16,5966
17833,0,275.27,0.0,0.0,90,2017,4,10,20,2394
17834,0,284.08,0.0,0.0,75,2017,5,9,2,233
17835,0,288.75,0.0,0.0,1,2016,8,25,4,914
17836,0,288.51,0.0,0.0,5,2017,9,20,21,2687
17837,0,274.13,0.0,0.0,90,2012,12,6,14,5522
17838,0,295.99,0.0,0.0,75,2016,9,2,14,5139
17839,0,301.98,0.0,0.0,1,2015,8,12,16,6409
17840,0,263.63,0.0,0.0,40,2012,12,29,20,2647
17841,0,286.93,0.0,0.0,90,2013,5,22,16,6702
17842,0,273.28,0.0,0.0,40,2016,12,28,21,2604
17843,0,273.38,0.0,0.0,40,2016,4,8,18,4696
17844,0,256.51,0.0,0.0,1,2018,2,1,20,3133
17845,0,269.69,0.0,0.0,1,2016,11,20,19,2516
17846,0,282.94,0.0,0.0,1,2017,10,18,7,6451
17847,0,292.28,0.0,0.0,40,2015,10,14,17,6179
17848,0,293.22,0.0,0.0,1,2017,9,11,0,586
17849,0,282.01,0.0,0.0,90,2014,3,10,17,5915
17850,0,294.8,0.0,0.0,75,2018,6,9,21,2835
17851,0,299.73,0.0,0.0,40,2016,6,5,16,4607
17852,0,290.01,0.51,0.0,76,2016,9,22,4,900
17853,0,299.09,0.0,0.0,1,2017,7,2,18,3347
17854,0,263.83,0.0,0.0,64,2013,12,22,3,323
17855,0,264.86,0.0,0.0,1,2014,3,5,20,3271
17856,0,260.76,0.0,0.0,90,2017,12,28,18,3764
17857,0,270.4,0.0,0.0,90,2013,3,19,6,5496
17858,0,270.22,0.0,0.0,90,2018,4,14,11,2153
17859,0,256.43,0.0,0.0,75,2016,2,10,7,6768
17860,0,278.024,0.0,0.0,80,2016,10,26,23,2202
17861,0,290.11,0.0,0.0,1,2015,10,7,16,6304
17862,0,277.15,0.0,0.0,1,2018,4,13,0,633
17863,0,263.06,0.0,0.0,64,2013,12,29,2,521
17864,0,272.15,0.0,0.0,90,2017,10,31,5,2924
17865,0,281.93,0.0,0.0,90,2016,11,14,13,4114
17866,0,277.55,0.0,0.0,90,2017,11,14,9,5531
17867,0,289.42,0.0,0.0,1,2017,8,22,9,5257
17868,0,284.08,0.0,0.0,75,2017,5,9,2,233
17869,0,288.42,0.0,0.0,90,2017,10,21,9,3381
17870,0,282.99,0.0,0.0,90,2016,4,30,10,4476
17871,0,279.15,0.0,0.0,90,2017,10,15,4,407
17872,0,285.96,0.0,0.0,90,2012,10,18,14,5704
17873,0,295.21,0.0,0.0,90,2018,6,10,23,1101
17874,0,281.35,0.0,0.0,90,2017,4,20,16,6925
17875,0,293.56,0.0,0.0,40,2017,9,11,21,2494
17876,0,298.43,0.0,0.0,40,2018,6,4,13,4873
17877,0,298.23,0.0,0.0,40,2018,7,28,14,4175
17878,0,286.65,0.0,0.0,1,2014,5,9,0,630
17879,0,279.47,0.0,0.0,20,2012,10,8,11,4411
17880,0,283.16,0.0,0.0,1,2015,8,26,3,398
17881,0,270.08,0.0,0.0,1,2015,11,20,23,1668
17882,0,293.16,1.52,0.0,90,2016,8,30,1,356
17883,0,283.7,0.0,0.0,0,2013,7,29,7,6505
17884,0,296.01,0.0,0.0,90,2018,8,7,13,4726
17885,0,286.62,0.25,0.0,40,2014,5,28,6,6031
17886,0,259.68,0.0,0.0,75,2013,3,8,4,722
17887,0,258.67,0.0,0.0,64,2013,12,10,16,6014
17888,0,293.02,0.46,0.0,76,2013,6,13,15,6085
17889,0,290.75,0.0,0.0,90,2017,5,16,10,4398
17890,0,293.12,0.25,0.0,0,2013,6,29,4,411
17891,0,282.62,0.0,0.0,1,2013,9,17,2,233
17892,0,285.08,0.0,0.0,75,2018,5,2,3,351
17893,0,272.93,0.0,0.0,1,2018,3,24,12,6470
17894,0,270.65,0.0,0.0,1,2018,4,17,3,347
17895,0,289.62,0.0,0.0,20,2016,5,22,8,1954
17896,0,273.71,0.0,0.0,90,2017,2,28,21,2890
17897,0,292.38,0.0,0.0,0,2016,8,16,20,2445
17898,0,268.88,0.0,0.0,90,2016,1,29,9,4809
17899,0,289.96,0.0,0.0,90,2017,5,15,14,4506
17900,0,298.48,0.0,0.0,1,2017,6,6,14,5032
17901,0,282.0,0.0,0.0,1,2017,9,29,23,1880
17902,0,261.81,0.0,0.0,5,2018,2,11,21,1902
17903,0,296.15,0.0,0.0,75,2017,8,8,21,3548
17904,0,281.67,0.0,0.0,1,2012,11,1,14,5495
17905,0,291.55,0.0,0.0,1,2012,10,4,11,4884
17906,0,290.38,0.0,0.0,90,2017,10,3,0,501
17907,0,282.36,0.0,0.0,75,2017,10,22,10,4333
17908,0,285.83,0.0,0.0,0,2016,9,29,10,4365
17909,0,274.08,0.0,0.0,90,2015,12,1,0,480
17910,0,262.94,0.0,0.0,1,2016,2,4,21,2777
17911,0,298.22,0.0,0.0,75,2016,5,30,20,2946
17912,0,294.22,0.0,0.0,1,2018,7,19,8,5702
17913,0,286.41,0.0,0.0,90,2012,10,25,14,5450
17914,0,275.57,0.0,0.0,90,2013,4,22,10,4426
17915,0,285.63,0.0,0.0,40,2018,9,23,2,565
17916,0,300.51,1.78,0.0,40,2018,8,27,17,5298
17917,0,301.19,0.0,0.0,40,2018,9,14,19,3880
17918,0,290.88,0.0,0.0,1,2015,7,4,1,851
17919,0,274.41,0.0,0.0,75,2018,3,26,11,4370
17920,0,278.53,0.0,0.0,75,2012,10,12,6,5586
17921,0,268.35,0.0,0.0,90,2018,4,14,22,594
17922,0,289.872,0.0,0.0,92,2016,7,15,9,4759
17923,0,272.29,0.0,0.0,90,2013,4,11,3,331
